ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
7929945	0.9999955	4.10e-01	9.66e-01		
7892521	0.9999955	4.10e-01	9.66e-01		
7931140	0.9999955	4.10e-01	9.66e-01	DMBT1P1	deleted in malignant brain tumors 1 pseudogene 1
7974117	0.9999955	4.10e-01	9.66e-01	C14orf28	chromosome 14 open reading frame 28
8142480	0.9999955	4.10e-01	9.66e-01	ASZ1	ankyrin repeat, SAM and basic leucine zipper domain containing 1
8015257	0.9999955	4.10e-01	9.66e-01	KRT33A	keratin 33A
8119357	0.9999955	4.10e-01	9.65e-01	DAAM2	dishevelled associated activator of morphogenesis 2
7949603	0.9999955	4.10e-01	9.65e-01	BRMS1	breast cancer metastasis suppressor 1
7895214	0.9999955	4.10e-01	9.65e-01		
8146637	0.9999955	4.10e-01	9.65e-01	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
7894061	0.9999955	4.10e-01	9.65e-01		
7945678	0.9999955	4.10e-01	9.65e-01		
7919564	0.9999955	4.11e-01	9.64e-01		
8088996	0.9999955	4.11e-01	9.64e-01		
7988258	0.9999955	4.11e-01	9.64e-01		
8136932	0.9999955	4.11e-01	9.64e-01		
8166872	0.9999955	4.11e-01	9.64e-01		
7896385	0.9999955	4.11e-01	9.64e-01		
8067585	0.9999955	4.11e-01	9.63e-01	BHLHE23	basic helix-loop-helix family member e23
8105607	0.9999955	4.11e-01	9.63e-01	FAM159B	family with sequence similarity 159 member B
8097447	0.9999955	4.11e-01	9.63e-01		
8100984	0.9999955	4.11e-01	9.63e-01	CXCL3	C-X-C motif chemokine ligand 3
7892512	0.9999955	4.11e-01	9.63e-01		
7894759	0.9999955	4.11e-01	9.63e-01		
8039484	0.9999955	4.11e-01	9.63e-01	IL11	interleukin 11
8019631	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019633	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019635	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019637	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019639	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019641	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019703	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019705	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
8019707	0.9999955	4.11e-01	9.63e-01	RNU2-1	RNA, U2 small nuclear 1
7969017	0.9999955	4.11e-01	9.62e-01	RB1	RB transcriptional corepressor 1
7934838	0.9999955	4.11e-01	9.62e-01		
7990309	0.9999955	4.11e-01	9.62e-01	STRA6	stimulated by retinoic acid 6
8131705	0.9999955	4.11e-01	9.62e-01	RPL23P8	ribosomal protein L23 pseudogene 8
8027049	0.9999955	4.11e-01	9.62e-01	KLHL26	kelch like family member 26
8005689	0.9999955	4.11e-01	9.62e-01	USP32P2///USP32P1	ubiquitin specific peptidase 32 pseudogene 2///ubiquitin specific peptidase 32 pseudogene 1
8180313	0.9999955	4.11e-01	9.62e-01	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3
7896387	0.9999955	4.11e-01	9.62e-01		
7975926	0.9999955	4.11e-01	9.62e-01	CIPC	CLOCK interacting pacemaker
8021914	0.9999955	4.11e-01	9.62e-01	ADNP2	ADNP homeobox 2
7899955	0.9999955	4.11e-01	9.62e-01		
8098291	0.9999955	4.12e-01	9.61e-01	CLCN3	chloride voltage-gated channel 3
8145193	0.9999955	4.12e-01	9.61e-01	C8orf58	chromosome 8 open reading frame 58
8179005	0.9999955	4.12e-01	9.61e-01	OR2J3///OR2J2	olfactory receptor family 2 subfamily J member 3///olfactory receptor family 2 subfamily J member 2
7963459	0.9999955	4.12e-01	9.61e-01	KRT72	keratin 72
7894654	0.9999955	4.12e-01	9.61e-01		
7893208	0.9999955	4.12e-01	9.61e-01		
7896566	0.9999955	4.12e-01	9.61e-01		
7920214	0.9999955	4.12e-01	9.60e-01	SPRR2E	small proline rich protein 2E
7940103	0.9999955	4.12e-01	9.60e-01	OR9Q1	olfactory receptor family 9 subfamily Q member 1
7896859	0.9999955	4.12e-01	9.60e-01	MIR200B	microRNA 200b
8009585	0.9999955	4.12e-01	9.60e-01	DNAI2	dynein axonemal intermediate chain 2
7988440	0.9999955	4.12e-01	9.60e-01		
7978666	0.9999955	4.12e-01	9.60e-01	MBIP	MAP3K12 binding inhibitory protein 1
7894779	0.9999955	4.12e-01	9.60e-01		
7895600	0.9999955	4.12e-01	9.60e-01		
8026170	0.9999955	4.12e-01	9.60e-01	CCDC130	coiled-coil domain containing 130
8007949	0.9999955	4.12e-01	9.59e-01	EFCAB13	EF-hand calcium binding domain 13
8002590	0.9999955	4.12e-01	9.59e-01	SNORA70D	small nucleolar RNA, H/ACA box 70D
8059902	0.9999955	4.12e-01	9.59e-01	LOC93463	uncharacterized LOC93463
8132343	0.9999955	4.12e-01	9.59e-01		
7964021	0.9999955	4.12e-01	9.59e-01	RNF41	ring finger protein 41
8014349	0.9999955	4.12e-01	9.59e-01	CCL15-CCL14///CCL15///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 15///C-C motif chemokine ligand 14
8151561	0.9999955	4.12e-01	9.59e-01	ZFAND1	zinc finger AN1-type containing 1
7973840	0.9999955	4.13e-01	9.59e-01	ARHGAP5	Rho GTPase activating protein 5
7924549	0.9999955	4.13e-01	9.59e-01	LOC100134822///LINC00266-1///PCMTD2	uncharacterized LOC100134822///long intergenic non-protein coding RNA 266-1///protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
8049963	0.9999955	4.13e-01	9.59e-01	LOC100134822///LINC00266-1///PCMTD2	uncharacterized LOC100134822///long intergenic non-protein coding RNA 266-1///protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
7984245	0.9999955	4.13e-01	9.59e-01	SLC51B	solute carrier family 51 beta subunit
7896256	0.9999955	4.13e-01	9.58e-01		
7894219	0.9999955	4.13e-01	9.58e-01		
8034837	0.9999955	4.13e-01	9.58e-01	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
8175232	0.9999955	4.13e-01	9.58e-01		
8036333	0.9999955	4.13e-01	9.58e-01	ZNF529	zinc finger protein 529
7986348	0.9999955	4.13e-01	9.58e-01		
7914103	0.9999955	4.13e-01	9.58e-01	AHDC1	AT-hook DNA binding motif containing 1
8103254	0.9999955	4.13e-01	9.58e-01	SFRP2	secreted frizzled related protein 2
8040541	0.9999955	4.13e-01	9.58e-01	FAM228A	family with sequence similarity 228 member A
8153322	0.9999955	4.13e-01	9.58e-01	ARC	activity regulated cytoskeleton associated protein
7974335	0.9999955	4.13e-01	9.58e-01		
7973869	0.9999955	4.13e-01	9.58e-01		
7931168	0.9999955	4.13e-01	9.58e-01	ACADSB	acyl-CoA dehydrogenase, short/branched chain
8029446	0.9999955	4.13e-01	9.58e-01	CEACAM19	carcinoembryonic antigen related cell adhesion molecule 19
8159354	0.9999955	4.13e-01	9.58e-01	EGFL7	EGF like domain multiple 7
7990736	0.9999955	4.13e-01	9.58e-01	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
7895487	0.9999955	4.13e-01	9.57e-01		
7978407	0.9999955	4.13e-01	9.57e-01	PRKD1	protein kinase D1
8086341	0.9999955	4.13e-01	9.57e-01	XIRP1	xin actin binding repeat containing 1
8108820	0.9999955	4.13e-01	9.57e-01		
8006634	0.9999955	4.13e-01	9.57e-01	PIGW	phosphatidylinositol glycan anchor biosynthesis class W
7944834	0.9999955	4.13e-01	9.57e-01	OR8G2	olfactory receptor family 8 subfamily G member 2
8085531	0.9999955	4.13e-01	9.57e-01	MRPS25	mitochondrial ribosomal protein S25
7896573	0.9999955	4.13e-01	9.57e-01		
7974816	0.9999955	4.13e-01	9.56e-01	SLC38A6	solute carrier family 38 member 6
7893437	0.9999955	4.13e-01	9.56e-01		
7894351	0.9999955	4.13e-01	9.56e-01		
7996081	0.9999955	4.13e-01	9.56e-01	ADGRG1	adhesion G protein-coupled receptor G1
8175311	0.9999955	4.13e-01	9.56e-01	CT55	cancer/testis antigen 55
7925585	0.9999955	4.14e-01	9.56e-01	LOC101928068	uncharacterized LOC101928068
7948470	0.9999955	4.14e-01	9.56e-01	PTGDR2	prostaglandin D2 receptor 2
7959827	0.9999955	4.14e-01	9.56e-01	TMEM132C	transmembrane protein 132C
7894153	0.9999955	4.14e-01	9.56e-01		
8016311	0.9999955	4.14e-01	9.56e-01	WNT3	Wnt family member 3
8045931	0.9999955	4.14e-01	9.56e-01		
7988344	0.9999955	4.14e-01	9.56e-01		
7896284	0.9999955	4.14e-01	9.56e-01		
8120880	0.9999955	4.14e-01	9.56e-01	TPBG	trophoblast glycoprotein
7967325	0.9999955	4.14e-01	9.55e-01	HCAR1	hydroxycarboxylic acid receptor 1
8074644	0.9999955	4.14e-01	9.55e-01		
8128767	0.9999955	4.14e-01	9.55e-01	ZBTB24	zinc finger and BTB domain containing 24
8049083	0.9999955	4.14e-01	9.55e-01	PTMA	prothymosin, alpha
7954995	0.9999955	4.14e-01	9.55e-01		
8175871	0.9999955	4.14e-01	9.55e-01	L1CAM	L1 cell adhesion molecule
8174677	0.9999955	4.14e-01	9.55e-01	CXorf56	chromosome X open reading frame 56
7909896	0.9999955	4.14e-01	9.55e-01		
8001816	0.9999955	4.14e-01	9.55e-01	BEAN1	brain expressed, associated with NEDD4, 1
8173310	0.9999955	4.14e-01	9.55e-01	OPHN1	oligophrenin 1
8177085	0.9999955	4.14e-01	9.55e-01	TTTY11///TTTY11	testis-specific transcript, Y-linked 11 (non-protein coding)///testis-specific transcript, Y-linked 11 (non-protein coding)
8036284	0.9999955	4.14e-01	9.55e-01	COX7A1	cytochrome c oxidase subunit 7A1
8000411	0.9999955	4.14e-01	9.55e-01	KDM8	lysine demethylase 8
7995352	0.9999955	4.14e-01	9.54e-01		
8108631	0.9999955	4.14e-01	9.54e-01	VTRNA1-3	vault RNA 1-3
7939990	0.9999955	4.14e-01	9.53e-01		
7903676	0.9999955	4.14e-01	9.53e-01	ATXN7L2	ataxin 7 like 2
8066493	0.9999955	4.14e-01	9.53e-01	SLPI	secretory leukocyte peptidase inhibitor
8120239	0.9999955	4.14e-01	9.53e-01	TMEM14A	transmembrane protein 14A
7916422	0.9999955	4.14e-01	9.53e-01	PARS2	prolyl-tRNA synthetase 2, mitochondrial (putative)
8158511	0.9999955	4.14e-01	9.53e-01		
8161824	0.9999955	4.14e-01	9.53e-01	C9orf40	chromosome 9 open reading frame 40
7918951	0.9999955	4.15e-01	9.53e-01		
8116033	0.9999955	4.15e-01	9.53e-01	F12	coagulation factor XII
8030197	0.9999955	4.15e-01	9.53e-01		
8079124	0.9999955	4.15e-01	9.53e-01	ZNF662	zinc finger protein 662
7943690	0.9999955	4.15e-01	9.53e-01	DDX10	DEAD-box helicase 10
8121159	0.9999955	4.15e-01	9.53e-01		
7973156	0.9999955	4.15e-01	9.53e-01	RNASE8	ribonuclease A family member 8
8105714	0.9999955	4.15e-01	9.52e-01	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
7899600	0.9999955	4.15e-01	9.52e-01		
8148029	0.9999955	4.15e-01	9.52e-01	COLEC10	collectin subfamily member 10
7892953	0.9999955	4.15e-01	9.52e-01		
8003444	0.9999955	4.15e-01	9.52e-01	SLC22A31	solute carrier family 22 member 31
7939902	0.9999955	4.15e-01	9.51e-01	LOC646813	DEAH-box helicase 9 pseudogene
7953967	0.9999955	4.15e-01	9.51e-01	PRH2	proline rich protein HaeIII subfamily 2
8116910	0.9999955	4.15e-01	9.51e-01	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1
8101673	0.9999955	4.15e-01	9.51e-01		
7940005	0.9999955	4.15e-01	9.51e-01	P2RX3	purinergic receptor P2X 3
8039090	0.9999955	4.15e-01	9.51e-01		
7932765	0.9999955	4.15e-01	9.51e-01	MPP7	membrane palmitoylated protein 7
7903115	0.9999955	4.15e-01	9.51e-01		
7894952	0.9999955	4.15e-01	9.51e-01		
7893053	0.9999955	4.15e-01	9.50e-01		
7895777	0.9999955	4.15e-01	9.50e-01		
7919024	0.9999955	4.15e-01	9.50e-01		
7924832	0.9999955	4.15e-01	9.50e-01	WNT9A	Wnt family member 9A
8067836	0.9999955	4.16e-01	9.50e-01	LINC00314	long intergenic non-protein coding RNA 314
8024323	0.9999955	4.16e-01	9.50e-01	REEP6	receptor accessory protein 6
7920193	0.9999955	4.16e-01	9.50e-01	LCE1C	late cornified envelope 1C
7998399	0.9999955	4.16e-01	9.50e-01		
8129476	0.9999955	4.16e-01	9.50e-01	TMEM244///ARHGAP18	transmembrane protein 244///Rho GTPase activating protein 18
8108627	0.9999955	4.16e-01	9.49e-01	VTRNA1-1	vault RNA 1-1
7895863	0.9999955	4.16e-01	9.49e-01		
8083407	0.9999955	4.16e-01	9.49e-01		
8047286	0.9999955	4.16e-01	9.49e-01		
8167430	0.9999955	4.16e-01	9.49e-01	CCDC120	coiled-coil domain containing 120
8091306	0.9999955	4.16e-01	9.49e-01	PLSCR4	phospholipid scramblase 4
7993632	0.9999955	4.16e-01	9.49e-01	CLEC19A	C-type lectin domain family 19 member A
8079433	0.9999955	4.16e-01	9.49e-01	PTH1R	parathyroid hormone 1 receptor
7970426	0.9999955	4.16e-01	9.49e-01		
8035408	0.9999955	4.16e-01	9.49e-01	PDE4C	phosphodiesterase 4C
8066498	0.9999955	4.16e-01	9.49e-01	MATN4	matrilin 4
7909789	0.9999955	4.16e-01	9.49e-01	TGFB2	transforming growth factor beta 2
8089519	0.9999955	4.16e-01	9.48e-01	BTLA	B and T lymphocyte associated
8110990	0.9999955	4.16e-01	9.48e-01	CTNND2	catenin delta 2
8097116	0.9999955	4.16e-01	9.48e-01		
8160258	0.9999955	4.16e-01	9.48e-01		
7986394	0.9999955	4.16e-01	9.48e-01	LRRC28	leucine rich repeat containing 28
7968883	0.9999955	4.16e-01	9.48e-01	LACC1	laccase domain containing 1
7943954	0.9999955	4.16e-01	9.48e-01		
7895736	0.9999955	4.16e-01	9.48e-01		
7952339	0.9999955	4.16e-01	9.47e-01	SNORD14C	small nucleolar RNA, C/D box 14C
7938559	0.9999955	4.16e-01	9.47e-01	RASSF10	Ras association domain family member 10
7977507	0.9999955	4.16e-01	9.47e-01	RPPH1	ribonuclease P RNA component H1
8134407	0.9999955	4.17e-01	9.47e-01	DLX6	distal-less homeobox 6
7940026	0.9999955	4.17e-01	9.47e-01		
8180350	0.9999955	4.17e-01	9.47e-01	BAGE	B melanoma antigen
7947674	0.9999955	4.17e-01	9.47e-01		
7942809	0.9999955	4.17e-01	9.47e-01		
8039766	0.9999955	4.17e-01	9.47e-01	ZNF837	zinc finger protein 837
8060303	0.9999955	4.17e-01	9.47e-01	DEFB125	defensin beta 125
7981538	0.9999955	4.17e-01	9.47e-01	JAG2	jagged 2
8054354	0.9999955	4.17e-01	9.47e-01		
8106602	0.9999955	4.17e-01	9.47e-01	ZFYVE16	zinc finger FYVE-type containing 16
8095834	0.9999955	4.17e-01	9.47e-01	SHROOM3	shroom family member 3
8127754	0.9999955	4.17e-01	9.47e-01	LCAL1	lung cancer associated lncRNA 1
8030879	0.9999955	4.17e-01	9.46e-01		
7977951	0.9999955	4.17e-01	9.46e-01		
8000700	0.9999955	4.17e-01	9.46e-01		
8003599	0.9999955	4.17e-01	9.46e-01		
8137635	0.9999955	4.17e-01	9.46e-01	LOC100506557	uncharacterized LOC100506557
7896728	0.9999955	4.17e-01	9.46e-01		
7894160	0.9999955	4.17e-01	9.46e-01		
8067087	0.9999955	4.17e-01	9.45e-01	SALL4	spalt like transcription factor 4
8115584	0.9999955	4.17e-01	9.45e-01	CCNJL	cyclin J like
7969477	0.9999955	4.17e-01	9.45e-01		
8075211	0.9999955	4.17e-01	9.45e-01	RASL10A	RAS like family 10 member A
8099612	0.9999955	4.18e-01	9.44e-01	ADGRA3	adhesion G protein-coupled receptor A3
8041138	0.9999955	4.18e-01	9.44e-01	SPDYA	speedy/RINGO cell cycle regulator family member A
7984016	0.9999955	4.18e-01	9.44e-01	C2CD4A	C2 calcium dependent domain containing 4A
7928558	0.9999955	4.18e-01	9.44e-01	ZMIZ1	zinc finger MIZ-type containing 1
8129087	0.9999955	4.18e-01	9.44e-01		
8167369	0.9999955	4.18e-01	9.44e-01	HDAC6	histone deacetylase 6
8016868	0.9999955	4.18e-01	9.44e-01		
7981917	0.9999955	4.18e-01	9.44e-01	NPAP1	nuclear pore associated protein 1
7995206	0.9999955	4.18e-01	9.44e-01	TGFB1I1	transforming growth factor beta 1 induced transcript 1
8016320	0.9999955	4.18e-01	9.44e-01	RPRML	reprimo like
7939024	0.9999955	4.18e-01	9.44e-01	ANO3	anoctamin 3
7894476	0.9999955	4.18e-01	9.44e-01		
7895873	0.9999955	4.18e-01	9.44e-01		
7939424	0.9999955	4.18e-01	9.44e-01	API5	apoptosis inhibitor 5
8071801	0.9999955	4.18e-01	9.44e-01	GSTTP2///GSTTP1	glutathione S-transferase theta pseudogene 2///glutathione S-transferase theta pseudogene 1
7914630	0.9999955	4.18e-01	9.43e-01	TRIM62	tripartite motif containing 62
8065230	0.9999955	4.18e-01	9.43e-01	RBBP9	RB binding protein 9, serine hydrolase
7927179	0.9999955	4.18e-01	9.43e-01	TMEM72	transmembrane protein 72
7894313	0.9999955	4.18e-01	9.43e-01		
8071259	0.9999955	4.18e-01	9.43e-01	SEPT5-GP1BB///GP1BB	SEPT5-GP1BB readthrough///glycoprotein Ib platelet beta subunit
7893286	0.9999955	4.18e-01	9.43e-01		
8180312	0.9999955	4.18e-01	9.43e-01	SKP1	S-phase kinase-associated protein 1
7980481	0.9999955	4.18e-01	9.43e-01	LOC100131497	uncharacterized LOC100131497
8179313	0.9999955	4.18e-01	9.43e-01	C6orf25	chromosome 6 open reading frame 25
8174794	0.9999955	4.18e-01	9.43e-01	CUL4B	cullin 4B
8132978	0.9999955	4.18e-01	9.43e-01		
7946111	0.9999955	4.18e-01	9.43e-01	OR52E8	olfactory receptor family 52 subfamily E member 8
8100068	0.9999955	4.18e-01	9.42e-01		
7968333	0.9999955	4.18e-01	9.42e-01	USPL1	ubiquitin specific peptidase like 1
8109086	0.9999955	4.18e-01	9.42e-01	ADRB2	adrenoceptor beta 2
7903777	0.9999955	4.18e-01	9.42e-01	GSTM5	glutathione S-transferase mu 5
7939118	0.9999955	4.18e-01	9.42e-01		
7894595	0.9999955	4.19e-01	9.42e-01		
8145566	0.9999955	4.19e-01	9.42e-01		
8142403	0.9999955	4.19e-01	9.42e-01		
7923907	0.9999955	4.19e-01	9.42e-01	IL10	interleukin 10
7894013	0.9999955	4.19e-01	9.42e-01		
7896380	0.9999955	4.19e-01	9.41e-01		
7898916	0.9999955	4.19e-01	9.41e-01	GRHL3	grainyhead like transcription factor 3
7892812	0.9999955	4.19e-01	9.41e-01		
7924207	0.9999955	4.19e-01	9.41e-01	PTPN14	protein tyrosine phosphatase, non-receptor type 14
8073578	0.9999955	4.19e-01	9.41e-01	SMDT1	single-pass membrane protein with aspartate rich tail 1
8122196	0.9999955	4.19e-01	9.41e-01		
7939237	0.9999955	4.19e-01	9.41e-01	KIAA1549L	KIAA1549 like
7980403	0.9999955	4.19e-01	9.41e-01	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
8173340	0.9999955	4.19e-01	9.41e-01	PJA1	praja ring finger ubiquitin ligase 1
8156354	0.9999955	4.19e-01	9.41e-01		
8052382	0.9999955	4.19e-01	9.41e-01	FANCL	Fanconi anemia complementation group L
8156103	0.9999955	4.19e-01	9.41e-01	SPATA31D1	SPATA31 subfamily D member 1
7893918	0.9999955	4.19e-01	9.41e-01		
7965484	0.9999955	4.19e-01	9.41e-01		
7895562	0.9999955	4.19e-01	9.41e-01		
8121596	0.9999955	4.19e-01	9.41e-01	FAM26F	family with sequence similarity 26 member F
7894552	0.9999955	4.19e-01	9.40e-01		
8169659	0.9999955	4.19e-01	9.40e-01	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
8015179	0.9999955	4.19e-01	9.40e-01	KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3	keratin associated protein 1-5///keratin associated protein 1-1///keratin associated protein 1-3///keratin associated protein 1-3
8019588	0.9999955	4.19e-01	9.40e-01	KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3	keratin associated protein 1-5///keratin associated protein 1-1///keratin associated protein 1-3///keratin associated protein 1-3
7893905	0.9999955	4.19e-01	9.40e-01		
7896629	0.9999955	4.19e-01	9.40e-01		
7970696	0.9999955	4.19e-01	9.39e-01	USP12	ubiquitin specific peptidase 12
8005836	0.9999955	4.19e-01	9.39e-01	PPY2P	pancreatic polypeptide 2, pseudogene
8018673	0.9999955	4.19e-01	9.39e-01	QRICH2	glutamine rich 2
8084880	0.9999955	4.19e-01	9.39e-01	HES1	hes family bHLH transcription factor 1
8121347	0.9999955	4.19e-01	9.39e-01		
7949570	0.9999955	4.20e-01	9.39e-01	GAL3ST3	galactose-3-O-sulfotransferase 3
8120756	0.9999955	4.20e-01	9.39e-01		
7892967	0.9999955	4.20e-01	9.39e-01		
7894144	0.9999955	4.20e-01	9.38e-01		
7894994	0.9999955	4.20e-01	9.38e-01		
7924969	0.9999955	4.20e-01	9.38e-01	TAF5L	TATA-box binding protein associated factor 5 like
8022085	0.9999955	4.20e-01	9.38e-01	DLGAP1	DLG associated protein 1
7901052	0.9999955	4.20e-01	9.38e-01	SNORD38B	small nucleolar RNA, C/D box 38B
8039462	0.9999955	4.20e-01	9.38e-01	COX6B2	cytochrome c oxidase subunit 6B2
7979876	0.9999955	4.20e-01	9.38e-01	CCDC177	coiled-coil domain containing 177
8045281	0.9999955	4.20e-01	9.37e-01		
8176789	0.9999955	4.20e-01	9.37e-01	RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY2FP///RBMY1A1	RNA binding motif protein, Y-linked, family 1, member J///RNA binding motif protein, Y-linked, family 1, member E///RNA binding motif protein, Y-linked, family 1, member D///RNA binding motif protein, Y-linked, family 1, member B///RNA binding motif protein, Y-linked, family 1, member A3 pseudogene///RNA binding motif protein, Y-linked, family 1, member F///RNA binding motif protein, Y-linked, family 2, member F pseudogene///RNA binding motif protein, Y-linked, family 1, member A1
8087513	0.9999955	4.20e-01	9.37e-01	TRAIP	TRAF interacting protein
7893149	0.9999955	4.20e-01	9.37e-01		
7911174	0.9999955	4.20e-01	9.37e-01	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)
8003939	0.9999955	4.20e-01	9.37e-01	TM4SF5	transmembrane 4 L six family member 5
8099140	0.9999955	4.20e-01	9.37e-01		
7953733	0.9999955	4.20e-01	9.37e-01	ZNF705A	zinc finger protein 705A
7961399	0.9999955	4.20e-01	9.37e-01	GSG1	germ cell associated 1
8148474	0.9999955	4.20e-01	9.36e-01		
7949742	0.9999955	4.21e-01	9.36e-01		
8168602	0.9999955	4.21e-01	9.36e-01		
7895048	0.9999955	4.21e-01	9.36e-01		
8055143	0.9999955	4.21e-01	9.36e-01	FAR2P1	fatty acyl-CoA reductase 2 pseudogene 1
7896154	0.9999955	4.21e-01	9.36e-01		
7937073	0.9999955	4.21e-01	9.36e-01	LINC01164	long intergenic non-protein coding RNA 1164
8148309	0.9999955	4.21e-01	9.36e-01		
7931571	0.9999955	4.21e-01	9.35e-01	ZNF511-PRAP1///PRAP1	ZNF511-PRAP1 readthrough///proline rich acidic protein 1
8086706	0.9999955	4.21e-01	9.35e-01	SETD2	SET domain containing 2
8028744	0.9999955	4.21e-01	9.35e-01	LGALS17A	galectin 14 pseudogene
8030187	0.9999955	4.21e-01	9.35e-01	CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	chorionic gonadotropin beta subunit 2///chorionic gonadotropin beta subunit 1///chorionic gonadotropin beta subunit 8///chorionic gonadotropin beta subunit 7///chorionic gonadotropin beta subunit 5///luteinizing hormone beta polypeptide///chorionic gonadotropin beta subunit 3///chorionic gonadotropin beta subunit 7
7894546	0.9999955	4.21e-01	9.35e-01		
8088866	0.9999955	4.21e-01	9.35e-01	CNTN3	contactin 3
8180395	0.9999955	4.21e-01	9.35e-01		
7957379	0.9999955	4.21e-01	9.35e-01	MYF5	myogenic factor 5
8019877	0.9999955	4.21e-01	9.35e-01	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
7895024	0.9999955	4.21e-01	9.35e-01		
7896016	0.9999955	4.21e-01	9.35e-01		
8143803	0.9999955	4.21e-01	9.35e-01	ATG9B	autophagy related 9B
7910503	0.9999955	4.21e-01	9.35e-01	TRIM67	tripartite motif containing 67
8133012	0.9999955	4.21e-01	9.34e-01		
8007828	0.9999955	4.21e-01	9.34e-01	MAPT	microtubule associated protein tau
8048249	0.9999955	4.21e-01	9.34e-01	GPBAR1	G protein-coupled bile acid receptor 1
8025474	0.9999955	4.21e-01	9.34e-01		
8007259	0.9999955	4.21e-01	9.34e-01		
7895832	0.9999955	4.21e-01	9.34e-01		
8141463	0.9999955	4.21e-01	9.34e-01	GPC2	glypican 2
7992967	0.9999955	4.21e-01	9.34e-01	VASN	vasorin
7895897	0.9999955	4.21e-01	9.34e-01		
7919645	0.9999955	4.22e-01	9.33e-01	SV2A	synaptic vesicle glycoprotein 2A
8078008	0.9999955	4.22e-01	9.33e-01	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
8049919	0.9999955	4.22e-01	9.33e-01	D2HGDH	D-2-hydroxyglutarate dehydrogenase
8116086	0.9999955	4.22e-01	9.33e-01	DOK3	docking protein 3
8076331	0.9999955	4.22e-01	9.33e-01	TOB2	transducer of ERBB2, 2
7893303	0.9999955	4.22e-01	9.33e-01		
8029377	0.9999955	4.22e-01	9.33e-01	ZNF224	zinc finger protein 224
7894995	0.9999955	4.22e-01	9.33e-01		
8009255	0.9999955	4.22e-01	9.33e-01	CEP95	centrosomal protein 95
7894528	0.9999955	4.22e-01	9.33e-01		
8091186	0.9999955	4.22e-01	9.33e-01		
8086419	0.9999955	4.22e-01	9.32e-01	HHATL	hedgehog acyltransferase-like
8112409	0.9999955	4.22e-01	9.32e-01	SGTB	small glutamine rich tetratricopeptide repeat containing beta
8045972	0.9999955	4.22e-01	9.32e-01		
7893831	0.9999955	4.22e-01	9.32e-01		
7903389	0.9999955	4.22e-01	9.32e-01		
7926983	0.9999955	4.22e-01	9.32e-01	CREM	cAMP responsive element modulator
8047059	0.9999955	4.22e-01	9.32e-01	HNRNPCL1///HNRNPC	heterogeneous nuclear ribonucleoprotein C-like 1///heterogeneous nuclear ribonucleoprotein C (C1/C2)
8077198	0.9999955	4.22e-01	9.32e-01		
8073081	0.9999955	4.22e-01	9.31e-01	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
8177261	0.9999955	4.22e-01	9.31e-01	TTTY10	testis-specific transcript, Y-linked 10 (non-protein coding)
8091737	0.9999955	4.22e-01	9.31e-01	IFT80	intraflagellar transport 80
8136981	0.9999955	4.22e-01	9.31e-01		
8042333	0.9999955	4.22e-01	9.31e-01		
8113071	0.9999955	4.22e-01	9.31e-01	LOC729040	uncharacterized LOC729040
8121332	0.9999955	4.22e-01	9.31e-01		
8018937	0.9999955	4.22e-01	9.31e-01	USP36	ubiquitin specific peptidase 36
7991080	0.9999955	4.22e-01	9.31e-01	BNC1	basonuclin 1
8158991	0.9999955	4.22e-01	9.31e-01		
7896637	0.9999955	4.23e-01	9.31e-01		
7895357	0.9999955	4.23e-01	9.30e-01		
