ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
8089072	0.9999946	5.05e-01	7.32e-01	CPOX	coproporphyrinogen oxidase
7946017	0.9999946	5.05e-01	7.32e-01	OR51A2	olfactory receptor family 51 subfamily A member 2
7933261	0.9999946	5.05e-01	7.32e-01	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1
7933572	0.9999946	5.05e-01	7.32e-01	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1
8164872	0.9999946	5.05e-01	7.32e-01	MED22	mediator complex subunit 22
7895091	0.9999946	5.05e-01	7.32e-01		
7947991	0.9999946	5.05e-01	7.32e-01	NUP160	nucleoporin 160
8059186	0.9999946	5.05e-01	7.32e-01	PTPRN	protein tyrosine phosphatase, receptor type N
8035682	0.9999946	5.05e-01	7.32e-01		
7896016	0.9999946	5.05e-01	7.32e-01		
8112302	0.9999946	5.05e-01	7.32e-01	SMIM15	small integral membrane protein 15
8042324	0.9999946	5.05e-01	7.32e-01		
8069168	0.9999946	5.05e-01	7.32e-01	KRTAP10-12	keratin associated protein 10-12
8094843	0.9999946	5.05e-01	7.31e-01	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1
8008038	0.9999946	5.05e-01	7.31e-01		
7991837	0.9999946	5.05e-01	7.31e-01	NME4	NME/NM23 nucleoside diphosphate kinase 4
8138504	0.9999946	5.05e-01	7.31e-01	RAPGEF5	Rap guanine nucleotide exchange factor 5
8109350	0.9999946	5.05e-01	7.31e-01	SLC36A1	solute carrier family 36 member 1
7936578	0.9999946	5.05e-01	7.31e-01	FAM204A	family with sequence similarity 204 member A
8148309	0.9999946	5.05e-01	7.31e-01		
8063177	0.9999946	5.05e-01	7.31e-01	SLC2A10	solute carrier family 2 member 10
8140317	0.9999946	5.05e-01	7.31e-01		
8082244	0.9999946	5.05e-01	7.31e-01	OR7E37P///OR7E35P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P	olfactory receptor family 7 subfamily E member 37 pseudogene///olfactory receptor family 7 subfamily E member 35 pseudogene///MGC72080 pseudogene///olfactory receptor family 7 subfamily E member 5 pseudogene///death associated protein like 1///olfactory receptor family 7 subfamily E member 24///olfactory receptor family 7 subfamily E member 47 pseudogene///olfactory receptor family 7 subfamily E member 12 pseudogene///olfactory receptor family 7 subfamily E member 14 pseudogene
8147654	0.9999946	5.05e-01	7.31e-01	POLR2K	RNA polymerase II subunit K
7951207	0.9999946	5.05e-01	7.30e-01	TMEM123	transmembrane protein 123
7892674	0.9999946	5.05e-01	7.30e-01		
8124440	0.9999946	5.05e-01	7.30e-01	HIST1H3G	histone cluster 1, H3g
7923584	0.9999946	5.05e-01	7.30e-01	LINC00303	long intergenic non-protein coding RNA 303
7892760	0.9999946	5.05e-01	7.30e-01		
8151707	0.9999946	5.05e-01	7.30e-01		
8052399	0.9999946	5.05e-01	7.30e-01	BCL11A	B-cell CLL/lymphoma 11A
7894856	0.9999946	5.05e-01	7.30e-01		
7970842	0.9999946	5.05e-01	7.30e-01		
8043685	0.9999946	5.05e-01	7.30e-01		
8073799	0.9999946	5.06e-01	7.30e-01	ATXN10	ataxin 10
7896660	0.9999946	5.06e-01	7.30e-01		
7923360	0.9999946	5.06e-01	7.30e-01	TNNI1	troponin I1, slow skeletal type
8091103	0.9999946	5.06e-01	7.30e-01	TFDP2	transcription factor Dp-2
7905544	0.9999946	5.06e-01	7.30e-01	SPRR1A	small proline rich protein 1A
8015280	0.9999946	5.06e-01	7.29e-01	KRT37	keratin 37
8117422	0.9999946	5.06e-01	7.29e-01	HIST1H4F	histone cluster 1, H4f
7896516	0.9999946	5.06e-01	7.29e-01		
7896129	0.9999946	5.06e-01	7.29e-01		
8106633	0.9999946	5.06e-01	7.29e-01	MSH3	mutS homolog 3
7901187	0.9999946	5.06e-01	7.29e-01	LURAP1	leucine rich adaptor protein 1
7895138	0.9999946	5.06e-01	7.29e-01		
7895686	0.9999946	5.06e-01	7.29e-01		
7893237	0.9999946	5.06e-01	7.29e-01		
8048976	0.9999946	5.06e-01	7.29e-01		
7893858	0.9999946	5.06e-01	7.29e-01		
8044548	0.9999946	5.06e-01	7.28e-01	IL36A	interleukin 36, alpha
7989253	0.9999946	5.06e-01	7.28e-01	SLTM	SAFB like transcription modulator
7896095	0.9999946	5.06e-01	7.28e-01		
7921625	0.9999946	5.06e-01	7.28e-01	SLAMF6	SLAM family member 6
7904695	0.9999946	5.06e-01	7.28e-01	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
8078110	0.9999946	5.06e-01	7.28e-01	CAPN7	calpain 7
8081316	0.9999946	5.06e-01	7.28e-01	TFG	TRK-fused gene
8027390	0.9999946	5.06e-01	7.28e-01	POP4	POP4 homolog, ribonuclease P/MRP subunit
7896269	0.9999946	5.07e-01	7.28e-01		
7893710	0.9999946	5.07e-01	7.28e-01		
8178080	0.9999946	5.07e-01	7.28e-01	MSH5-SAPCD1///SAPCD1	MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1
8149966	0.9999946	5.07e-01	7.28e-01	SCARA5	scavenger receptor class A member 5
8112611	0.9999946	5.07e-01	7.27e-01		
7986687	0.9999946	5.07e-01	7.27e-01	WHAMMP1///WHAMMP2///WHAMMP3///WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 1///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3///WAS protein homolog associated with actin, golgi membranes and microtubules
7997489	0.9999946	5.07e-01	7.27e-01	PLCG2	phospholipase C gamma 2
8013908	0.9999946	5.07e-01	7.27e-01	NUFIP2	NUFIP2, FMR1 interacting protein 2
8023043	0.9999946	5.07e-01	7.27e-01	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2
8139790	0.9999946	5.07e-01	7.27e-01		
7894078	0.9999946	5.07e-01	7.27e-01		
8114991	0.9999946	5.07e-01	7.27e-01	SH3TC2	SH3 domain and tetratricopeptide repeats 2
7955119	0.9999946	5.07e-01	7.27e-01	C12orf54	chromosome 12 open reading frame 54
8027343	0.9999946	5.07e-01	7.27e-01	GOLGA2P9	golgin A2 pseudogene 9
8097028	0.9999946	5.07e-01	7.27e-01		
8010622	0.9999946	5.07e-01	7.27e-01		
7908421	0.9999946	5.07e-01	7.27e-01	TROVE2	TROVE domain family member 2
8155550	0.9999946	5.07e-01	7.27e-01	LOC102724238///LOC554249///GLIDR	uncharacterized LOC102724238///uncharacterized LOC554249///glioblastoma down-regulated RNA
7892633	0.9999946	5.07e-01	7.27e-01		
8147543	0.9999946	5.07e-01	7.26e-01	ERICH5	glutamate rich 5
7945688	0.9999946	5.07e-01	7.26e-01	INS-IGF2///INS///IGF2	INS-IGF2 readthrough///insulin///insulin like growth factor 2
8117321	0.9999946	5.07e-01	7.26e-01	TRIM38	tripartite motif containing 38
8150879	0.9999946	5.07e-01	7.26e-01	MOS	v-mos Moloney murine sarcoma viral oncogene homolog
8123695	0.9999946	5.07e-01	7.26e-01	ECI2	enoyl-CoA delta isomerase 2
8049187	0.9999946	5.07e-01	7.26e-01	EFHD1	EF-hand domain family member D1
8055486	0.9999946	5.07e-01	7.26e-01		
8085554	0.9999946	5.07e-01	7.26e-01		
8099233	0.9999946	5.07e-01	7.26e-01	LOC100133131	uncharacterized LOC100133131
7986323	0.9999946	5.07e-01	7.26e-01	LOC440311///GLTSCR2	glioma tumor suppressor candidate region gene 2 pseudogene///glioma tumor suppressor candidate region gene 2
8032770	0.9999946	5.07e-01	7.26e-01	SIRT6	sirtuin 6
7895759	0.9999946	5.07e-01	7.26e-01		
8172254	0.9999946	5.08e-01	7.25e-01	CXorf36	chromosome X open reading frame 36
8115651	0.9999946	5.08e-01	7.25e-01	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit
7893647	0.9999946	5.08e-01	7.25e-01		
8180382	0.9999946	5.08e-01	7.25e-01	KRTAP5-7	keratin associated protein 5-7
7893377	0.9999946	5.08e-01	7.25e-01		
7894709	0.9999946	5.08e-01	7.25e-01		
8123765	0.9999946	5.08e-01	7.25e-01		
8137280	0.9999946	5.08e-01	7.25e-01	NOS3	nitric oxide synthase 3
8171026	0.9999946	5.08e-01	7.25e-01	H2AFB1///H2AFB2///H2AFB3	H2A histone family member B1///H2A histone family member B2///H2A histone family member B3
7894587	0.9999946	5.08e-01	7.25e-01		
8054614	0.9999946	5.08e-01	7.25e-01	ANAPC1P1///LOC285074///ANAPC1	anaphase promoting complex subunit 1 pseudogene 1///anaphase promoting complex subunit 1 pseudogene///anaphase promoting complex subunit 1
8176482	0.9999946	5.08e-01	7.25e-01		
7892950	0.9999946	5.08e-01	7.25e-01		
8132988	0.9999946	5.08e-01	7.25e-01		
7892703	0.9999946	5.08e-01	7.24e-01		
7957960	0.9999946	5.08e-01	7.24e-01		
8007134	0.9999946	5.08e-01	7.24e-01	KRTAP9-6///KRTAP9-7///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9	keratin associated protein 9-6///keratin associated protein 9-7///keratin associated protein 9-4///keratin associated protein 9-8///keratin associated protein 9-3///keratin associated protein 9-2///keratin associated protein 9-9
8121161	0.9999946	5.08e-01	7.24e-01	UFL1	UFM1 specific ligase 1
7894241	0.9999946	5.08e-01	7.24e-01		
7922351	0.9999946	5.08e-01	7.24e-01	LOC101928673	uncharacterized LOC101928673
8153041	0.9999946	5.08e-01	7.24e-01		
7902166	0.9999946	5.08e-01	7.24e-01	MIER1	MIER1 transcriptional regulator
8088996	0.9999946	5.08e-01	7.24e-01		
8086949	0.9999946	5.08e-01	7.24e-01	CCDC51	coiled-coil domain containing 51
7956470	0.9999946	5.08e-01	7.24e-01	MBD6	methyl-CpG binding domain protein 6
7913271	0.9999946	5.08e-01	7.24e-01	KIF17	kinesin family member 17
7953733	0.9999946	5.08e-01	7.24e-01	ZNF705A	zinc finger protein 705A
8038177	0.9999946	5.08e-01	7.24e-01	IZUMO1	izumo sperm-egg fusion 1
7969360	0.9999946	5.08e-01	7.23e-01		
7978366	0.9999946	5.08e-01	7.23e-01	GZMB	granzyme B
8137466	0.9999946	5.09e-01	7.23e-01		
8122717	0.9999946	5.09e-01	7.23e-01	RAET1E-AS1	RAET1E antisense RNA 1
8090505	0.9999946	5.09e-01	7.23e-01		
7915198	0.9999946	5.09e-01	7.23e-01		
7929116	0.9999946	5.09e-01	7.23e-01	RPP30	ribonuclease P/MRP subunit p30
8027169	0.9999946	5.09e-01	7.23e-01	GATAD2A	GATA zinc finger domain containing 2A
8117700	0.9999946	5.09e-01	7.23e-01	GPX5	glutathione peroxidase 5
8062377	0.9999946	5.09e-01	7.23e-01	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
7893974	0.9999946	5.09e-01	7.23e-01		
8149067	0.9999946	5.09e-01	7.22e-01		
7895877	0.9999946	5.09e-01	7.22e-01		
7910387	0.9999946	5.09e-01	7.22e-01	RHOU	ras homolog family member U
7910265	0.9999946	5.09e-01	7.22e-01	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
7963375	0.9999946	5.09e-01	7.22e-01	KRT84	keratin 84
7955142	0.9999946	5.09e-01	7.22e-01	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3
7907904	0.9999946	5.09e-01	7.22e-01	IER5	immediate early response 5
7949410	0.9999946	5.09e-01	7.22e-01	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
8148572	0.9999946	5.09e-01	7.22e-01	LY6E	lymphocyte antigen 6 complex, locus E
8070863	0.9999946	5.09e-01	7.22e-01	SSR4P1	signal sequence receptor subunit 4 pseudogene 1
7943195	0.9999946	5.09e-01	7.22e-01		
7990818	0.9999946	5.09e-01	7.22e-01	BCL2A1	BCL2 related protein A1
8032224	0.9999946	5.09e-01	7.22e-01	C19orf25	chromosome 19 open reading frame 25
8001211	0.9999946	5.09e-01	7.21e-01	ITFG1	integrin alpha FG-GAP repeat containing 1
8100015	0.9999946	5.09e-01	7.21e-01	BEND4	BEN domain containing 4
7934959	0.9999946	5.10e-01	7.21e-01	MIR107	microRNA 107
8082774	0.9999946	5.10e-01	7.21e-01	BFSP2	beaded filament structural protein 2
8021824	0.9999946	5.10e-01	7.21e-01		
7894172	0.9999946	5.10e-01	7.21e-01		
7895887	0.9999946	5.10e-01	7.21e-01		
8103362	0.9999946	5.10e-01	7.21e-01		
8105545	0.9999946	5.10e-01	7.20e-01	IPO11	importin 11
7996715	0.9999946	5.10e-01	7.20e-01	NRN1L	neuritin 1 like
8160718	0.9999946	5.10e-01	7.20e-01	PTENP1///PTEN	phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog
7966631	0.9999946	5.10e-01	7.20e-01	LHX5	LIM homeobox 5
8112728	0.9999946	5.10e-01	7.20e-01	RAP1B	RAP1B, member of RAS oncogene family
8080158	0.9999946	5.10e-01	7.20e-01	GPR62	G protein-coupled receptor 62
8158539	0.9999946	5.10e-01	7.20e-01	C9orf106	chromosome 9 open reading frame 106
8021286	0.9999946	5.10e-01	7.20e-01	C18orf54	chromosome 18 open reading frame 54
7977693	0.9999946	5.10e-01	7.20e-01	CHD8	chromodomain helicase DNA binding protein 8
8005233	0.9999946	5.10e-01	7.20e-01		
7915590	0.9999946	5.10e-01	7.20e-01	RNU5F-1	RNA, U5F small nuclear 1
7894910	0.9999946	5.10e-01	7.20e-01		
8045275	0.9999946	5.10e-01	7.20e-01		
7894531	0.9999946	5.10e-01	7.20e-01		
7988581	0.9999946	5.10e-01	7.19e-01	SECISBP2L	SECIS binding protein 2 like
7971345	0.9999946	5.10e-01	7.19e-01	SMIM2	small integral membrane protein 2
7895198	0.9999946	5.10e-01	7.19e-01		
7911174	0.9999946	5.10e-01	7.19e-01	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)
8180356	0.9999946	5.10e-01	7.19e-01	RPL7L1	ribosomal protein L7 like 1
8103867	0.9999946	5.10e-01	7.19e-01	WWC2-AS2	WWC2 antisense RNA 2
7925870	0.9999946	5.10e-01	7.19e-01	LINC00200	long intergenic non-protein coding RNA 200
8019392	0.9999946	5.10e-01	7.19e-01	FASN	fatty acid synthase
7905329	0.9999946	5.10e-01	7.19e-01	MLLT11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11
7912585	0.9999946	5.10e-01	7.19e-01	PRAMEF18///PRAMEF10	PRAME family member 18///PRAME family member 10
8136965	0.9999946	5.10e-01	7.19e-01	OR6B1	olfactory receptor family 6 subfamily B member 1
7892542	0.9999946	5.11e-01	7.19e-01		
7976523	0.9999946	5.11e-01	7.19e-01	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
7985829	0.9999946	5.11e-01	7.19e-01	FANCI	Fanconi anemia complementation group I
7991835	0.9999946	5.11e-01	7.19e-01	RPL23AP5///RPL23AP82///RPL23AP7	ribosomal protein L23a pseudogene 5///ribosomal protein L23a pseudogene 82///ribosomal protein L23a pseudogene 7
8051637	0.9999946	5.11e-01	7.18e-01	DHX57	DEAH-box helicase 57
7895738	0.9999946	5.11e-01	7.18e-01		
7900492	0.9999946	5.11e-01	7.18e-01	KCNQ4	potassium voltage-gated channel subfamily Q member 4
8063903	0.9999946	5.11e-01	7.18e-01	RPS21	ribosomal protein S21
7892741	0.9999946	5.11e-01	7.18e-01		
7993359	0.9999946	5.11e-01	7.18e-01	PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3	PKD1P6-NPIPP1 readthrough///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///nuclear pore complex interacting protein family member B4///polycystin 1, transient receptor potential channel interacting pseudogene 1///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3
7893334	0.9999946	5.11e-01	7.18e-01		
8054792	0.9999946	5.11e-01	7.18e-01		
7905492	0.9999946	5.11e-01	7.18e-01	LCE3B	late cornified envelope 3B
7915363	0.9999946	5.11e-01	7.18e-01	SCMH1	sex comb on midleg homolog 1 (Drosophila)
7906900	0.9999946	5.11e-01	7.18e-01	DDR2	discoidin domain receptor tyrosine kinase 2
8035980	0.9999946	5.11e-01	7.18e-01	RHPN2	rhophilin Rho GTPase binding protein 2
7916343	0.9999946	5.11e-01	7.18e-01	YIPF1	Yip1 domain family member 1
8174045	0.9999946	5.11e-01	7.18e-01		
7893448	0.9999946	5.11e-01	7.17e-01		
7981273	0.9999946	5.11e-01	7.17e-01	CCDC85C	coiled-coil domain containing 85C
8059345	0.9999946	5.11e-01	7.17e-01	SCG2	secretogranin II
8021150	0.9999946	5.11e-01	7.17e-01		
8173338	0.9999946	5.11e-01	7.17e-01		
7982889	0.9999946	5.11e-01	7.17e-01	NUSAP1	nucleolar and spindle associated protein 1
7893921	0.9999946	5.11e-01	7.17e-01		
7979927	0.9999946	5.11e-01	7.17e-01	ADAM20	ADAM metallopeptidase domain 20
8107998	0.9999946	5.11e-01	7.17e-01	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
8117622	0.9999946	5.11e-01	7.17e-01	OR2B6	olfactory receptor family 2 subfamily B member 6
7919049	0.9999946	5.11e-01	7.17e-01		
7893563	0.9999946	5.11e-01	7.17e-01		
8116335	0.9999946	5.11e-01	7.17e-01	C5orf45	chromosome 5 open reading frame 45
8098167	0.9999946	5.12e-01	7.16e-01	FAM218A	family with sequence similarity 218 member A
8072454	0.9999946	5.12e-01	7.16e-01	RNF185	ring finger protein 185
8095341	0.9999946	5.12e-01	7.16e-01		
7986509	0.9999946	5.12e-01	7.16e-01		
7986512	0.9999946	5.12e-01	7.16e-01		
7986527	0.9999946	5.12e-01	7.16e-01		
8126629	0.9999946	5.12e-01	7.16e-01	GTPBP2	GTP binding protein 2
8043251	0.9999946	5.12e-01	7.16e-01	PTCD3	pentatricopeptide repeat domain 3
8126556	0.9999946	5.12e-01	7.16e-01	DLK2	delta like non-canonical Notch ligand 2
7958207	0.9999946	5.12e-01	7.16e-01		
8056790	0.9999946	5.12e-01	7.16e-01		
8176648	0.9999946	5.12e-01	7.16e-01		
7920185	0.9999946	5.12e-01	7.15e-01	LCE3D	late cornified envelope 3D
7893367	0.9999946	5.12e-01	7.15e-01		
8032106	0.9999946	5.12e-01	7.15e-01	MED16	mediator complex subunit 16
7911339	0.9999946	5.12e-01	7.15e-01		
8165698	0.9999946	5.12e-01	7.15e-01		
7957604	0.9999946	5.12e-01	7.15e-01		
7942525	0.9999946	5.12e-01	7.15e-01		
8148463	0.9999946	5.12e-01	7.15e-01	C8orf17	chromosome 8 open reading frame 17
7908639	0.9999946	5.12e-01	7.15e-01	C1orf106	chromosome 1 open reading frame 106
8147424	0.9999946	5.12e-01	7.15e-01	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6
8132345	0.9999946	5.12e-01	7.15e-01		
7982022	0.9999946	5.12e-01	7.15e-01	SNORD115-8	small nucleolar RNA, C/D box 115-8
7998967	0.9999946	5.12e-01	7.15e-01	ZSCAN32	zinc finger and SCAN domain containing 32
7933115	0.9999946	5.12e-01	7.15e-01	LOC645513///SEPT7P2///SEPT7P9	septin 7 pseudogene///septin 7 pseudogene 2///septin 7 pseudogene 9
8018095	0.9999946	5.12e-01	7.15e-01		
8043043	0.9999946	5.12e-01	7.15e-01	DNAH6	dynein axonemal heavy chain 6
8019828	0.9999946	5.12e-01	7.15e-01	CETN1	centrin 1
8117189	0.9999946	5.12e-01	7.15e-01	KAAG1	kidney associated antigen 1
8129476	0.9999946	5.12e-01	7.14e-01	TMEM244///ARHGAP18	transmembrane protein 244///Rho GTPase activating protein 18
8122705	0.9999946	5.12e-01	7.14e-01	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
7927280	0.9999946	5.12e-01	7.14e-01	CH17-360D5.1///NPY4R	neuropeptide Y receptor type 4-like///neuropeptide Y receptor Y4
8168291	0.9999946	5.13e-01	7.14e-01	ITGB1BP2	integrin subunit beta 1 binding protein 2
7892923	0.9999946	5.13e-01	7.14e-01		
8144151	0.9999946	5.13e-01	7.14e-01	THAP5P1	THAP domain containing 5 pseudogene 1
8014863	0.9999946	5.13e-01	7.14e-01		
8005586	0.9999946	5.13e-01	7.14e-01	RNF112	ring finger protein 112
8166072	0.9999946	5.13e-01	7.14e-01	TMSB4Y///TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	thymosin beta 4, Y-linked///thymosin beta 4, X-linked pseudogene 6///thymosin beta 4, X-linked pseudogene 2///thymosin beta 4, X-linked pseudogene 1///thymosin beta 4, X-linked
8001841	0.9999946	5.13e-01	7.14e-01	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
8176779	0.9999946	5.13e-01	7.14e-01		
7985431	0.9999946	5.13e-01	7.14e-01	LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10	golgin A2 pseudogene///golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 7///golgin A2 pseudogene 2, Y-linked///golgin A2 pseudogene 10
7982957	0.9999946	5.13e-01	7.14e-01	MGA	MGA, MAX dimerization protein
8176663	0.9999946	5.13e-01	7.14e-01		
8177176	0.9999946	5.13e-01	7.14e-01		
8119016	0.9999946	5.13e-01	7.14e-01	MAPK13	mitogen-activated protein kinase 13
7924712	0.9999946	5.13e-01	7.14e-01	LIN9	lin-9 DREAM MuvB core complex component
8146388	0.9999946	5.13e-01	7.13e-01	FLJ46365	uncharacterized LOC401459
8007420	0.9999946	5.13e-01	7.13e-01	AOC3	amine oxidase, copper containing 3
7892926	0.9999946	5.13e-01	7.13e-01		
8053183	0.9999946	5.13e-01	7.13e-01	LBX2	ladybird homeobox 2
8037723	0.9999946	5.13e-01	7.13e-01	IRF2BP1	interferon regulatory factor 2 binding protein 1
8006081	0.9999946	5.13e-01	7.13e-01		
8018107	0.9999946	5.13e-01	7.13e-01	CDC42EP4	CDC42 effector protein 4
8063716	0.9999946	5.13e-01	7.12e-01	TUBB1	tubulin beta 1 class VI
8081945	0.9999946	5.13e-01	7.12e-01	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4
8093314	0.9999946	5.13e-01	7.12e-01	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4
7995895	0.9999946	5.13e-01	7.12e-01	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
7985571	0.9999946	5.13e-01	7.12e-01	LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10	golgin A2 pseudogene///golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 7///golgin A2 pseudogene 2, Y-linked///golgin A2 pseudogene 10
7903906	0.9999946	5.14e-01	7.12e-01		
7952884	0.9999946	5.14e-01	7.12e-01	B3GAT1	beta-1,3-glucuronyltransferase 1
8025964	0.9999946	5.14e-01	7.12e-01	ZNF439	zinc finger protein 439
7895543	0.9999946	5.14e-01	7.12e-01		
7998679	0.9999946	5.14e-01	7.12e-01	ZNF598	zinc finger protein 598
7982254	0.9999946	5.14e-01	7.12e-01		
7987110	0.9999946	5.14e-01	7.12e-01		
8045289	0.9999946	5.14e-01	7.12e-01	RHOQ	ras homolog family member Q
8158145	0.9999946	5.14e-01	7.12e-01	LOC102723566	uncharacterized LOC102723566
8055287	0.9999946	5.14e-01	7.11e-01	MZT2A	mitotic spindle organizing protein 2A
7997569	0.9999946	5.14e-01	7.11e-01	ADAD2	adenosine deaminase domain containing 2
8119782	0.9999946	5.14e-01	7.11e-01	SLC22A7	solute carrier family 22 member 7
8014825	0.9999946	5.14e-01	7.11e-01	FBXL20	F-box and leucine rich repeat protein 20
8160377	0.9999946	5.14e-01	7.11e-01	IFNA21///IFNA17///IFNA16///IFNA14///IFNA10///IFNA7///IFNA4	interferon alpha 21///interferon alpha 17///interferon alpha 16///interferon alpha 14///interferon alpha 10///interferon alpha 7///interferon alpha 4
8076300	0.9999946	5.14e-01	7.11e-01		
7894888	0.9999946	5.14e-01	7.11e-01		
8125859	0.9999946	5.14e-01	7.11e-01	TAF11	TATA-box binding protein associated factor 11
7894104	0.9999946	5.14e-01	7.10e-01		
7920256	0.9999946	5.14e-01	7.10e-01		
7895721	0.9999946	5.14e-01	7.10e-01		
8153823	0.9999946	5.14e-01	7.10e-01	CYHR1	cysteine and histidine rich 1
7997724	0.9999946	5.14e-01	7.10e-01		
7912601	0.9999946	5.14e-01	7.10e-01	PRAMEF18	PRAME family member 18
7912617	0.9999946	5.14e-01	7.10e-01	PRAMEF18	PRAME family member 18
7903474	0.9999946	5.15e-01	7.10e-01		
8175393	0.9999946	5.15e-01	7.10e-01	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
7977642	0.9999946	5.15e-01	7.10e-01	RNASE13	ribonuclease A family member 13 (inactive)
8136889	0.9999946	5.15e-01	7.10e-01		
8132996	0.9999946	5.15e-01	7.10e-01		
7893930	0.9999946	5.15e-01	7.10e-01		
7895498	0.9999946	5.15e-01	7.09e-01		
8016194	0.9999946	5.15e-01	7.09e-01	MAP3K14	mitogen-activated protein kinase kinase kinase 14
8118990	0.9999946	5.15e-01	7.09e-01	CLPSL2	colipase like 2
7933537	0.9999946	5.15e-01	7.09e-01	OGDHL	oxoglutarate dehydrogenase-like
7939463	0.9999946	5.15e-01	7.09e-01	MIR129-2	microRNA 129-2
7974303	0.9999946	5.15e-01	7.09e-01	TMX1	thioredoxin related transmembrane protein 1
7964413	0.9999946	5.15e-01	7.09e-01	R3HDM2	R3H domain containing 2
7911351	0.9999946	5.15e-01	7.09e-01	LINC00115	long intergenic non-protein coding RNA 115
8004394	0.9999946	5.15e-01	7.09e-01	SPEM1	spermatid maturation 1
8008914	0.9999946	5.15e-01	7.09e-01	C17orf64	chromosome 17 open reading frame 64
8168416	0.9999946	5.15e-01	7.09e-01	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)
7939411	0.9999946	5.15e-01	7.08e-01	C11orf74	chromosome 11 open reading frame 74
7906898	0.9999946	5.15e-01	7.08e-01		
8099037	0.9999946	5.15e-01	7.08e-01	MFSD10	major facilitator superfamily domain containing 10
8010787	0.9999946	5.15e-01	7.08e-01	HEXDC	hexosaminidase D
7904396	0.9999946	5.15e-01	7.08e-01	HAO2	hydroxyacid oxidase 2
8029870	0.9999946	5.15e-01	7.08e-01	NPAS1	neuronal PAS domain protein 1
8177782	0.9999946	5.15e-01	7.08e-01	TRIM39-RPP21///RPP21	TRIM39-RPP21 readthrough///ribonuclease P/MRP subunit p21
8179097	0.9999946	5.15e-01	7.08e-01	TRIM39-RPP21///RPP21	TRIM39-RPP21 readthrough///ribonuclease P/MRP subunit p21
8072015	0.9999946	5.15e-01	7.08e-01	GRK3	G protein-coupled receptor kinase 3
7893785	0.9999946	5.15e-01	7.08e-01		
8153101	0.9999946	5.15e-01	7.08e-01	COL22A1	collagen type XXII alpha 1 chain
8069135	0.9999946	5.15e-01	7.08e-01	TSPEAR-AS2	TSPEAR antisense RNA 2
8040792	0.9999946	5.15e-01	7.08e-01	EMILIN1	elastin microfibril interfacer 1
7978329	0.9999946	5.15e-01	7.08e-01		
7923705	0.9999946	5.15e-01	7.08e-01		
7948662	0.9999946	5.15e-01	7.08e-01	SCGB1D4	secretoglobin family 1D member 4
